age-range,gender,race,FoodChoice,field,reading_normalized,gaming_normalized,cleanliness_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,importance_same_religion_normalized,Smoking,Drinking,locations
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,Sometimes,Yes,Dewdney Place
"(21, 25)",male,european/caucasian-american,Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,No,Occasionally,Lakeview Centre
"(21, 25)",male,european/caucasian-american,Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,Sometimes,Yes,Glencairn Village
"(21, 25)",male,european/caucasian-american,Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,Yes,No,Lakeview Annex
"(21, 25)",male,european/caucasian-american,Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,Sometimes,Occasionally,Lewvan Park
"(21, 25)",male,european/caucasian-american,Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,Sometimes,No,Arcola Sub
"(21, 25)",male,european/caucasian-american,Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,Yes,Yes,Rosemont North
"(21, 25)",male,european/caucasian-american,Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,Sometimes,No,Westridge
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,No,Yes,Parkridge
"(21, 25)",male,european/caucasian-american,Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,No,No,Coronation Park
"(21, 25)",male,european/caucasian-american,Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,Sometimes,Yes,Argyle Park
"(21, 25)",male,european/caucasian-american,Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,No,No,Albert Park
"(21, 25)",male,european/caucasian-american,Vegetarian,computational biochemsistry,0.6,0.8,1.0,0.75,0.75,0.2,0.875,0.875,1.0,0.9,0.8,Yes,No,Creekside
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,Yes,Occasionally,Rochdale Park
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,No,Yes,Assiniboia Place
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,Sometimes,No,Harbour Landing
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,No,No,Albert Park
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,Yes,Occasionally,Lakeview South
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,Yes,No,Rosemont North
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,No,Occasionally,Crescents
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,Yes,Yes,Maple Ridge
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,Sometimes,Occasionally,Parkview
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,No,Yes,Mount Royal
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,No,Occasionally,Woodland Grove
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,No,No,Crescents
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,Yes,Occasionally,Assiniboia East
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,No,No,Arnhem Place
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,No,No,Tuxedo Park
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,No,Yes,North Annex
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,No,No,Woodland Grove
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,No,Occasionally,Lakeview
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,Yes,No,Parkridge
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,mba,0.9,0.875,0.9,0.875,0.9,1.0,0.75,0.4,0.9,1.0,1.0,No,Occasionally,Mayfair
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Yes,No,Broders Annex
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Yes,Occasionally,Lakeview Centre
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Sometimes,Occasionally,Normandy Heights
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,No,No,Assiniboia East
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Yes,Occasionally,Creekside
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Sometimes,Occasionally,City View
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Sometimes,Yes,Kensington Greens
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,No,Yes,Gardiner Heights
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Yes,Occasionally,Industrial Ross
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Sometimes,Yes,Creekside
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Yes,Occasionally,Riverside
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Yes,No,Parkridge
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Sometimes,Occasionally,Normanview West
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Yes,No,Glencairn Village
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Yes,Occasionally,Westhill
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Sometimes,Yes,Rosemont South
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Yes,Occasionally,Connaught Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Yes,Occasionally,Lakeview Annex
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Sometimes,No,Dewdney Place
"(26, 30)",male,european/caucasian-american,Vegetarian,mba,1.3,1.0,0.875,1.0,0.875,0.75,0.2,0.6,0.4,0.4,1.0,Yes,No,Coronation Park
"(26, 30)",male,european/caucasian-american,Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Sometimes,No,University Park East
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Yes,No,Regent Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Yes,Occasionally,Washington Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Sometimes,Yes,Broders Annex
"(26, 30)",male,european/caucasian-american,Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,No,No,Riverside
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,No,No,Maple Ridge
"(26, 30)",male,european/caucasian-american,Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Yes,No,Rosemont South
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Yes,Yes,Mount Royal
"(26, 30)",male,european/caucasian-american,Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Sometimes,Occasionally,Eastgate
"(26, 30)",male,european/caucasian-american,Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Sometimes,No,Rosemont
"(26, 30)",male,european/caucasian-american,Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Sometimes,Occasionally,Assiniboia Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Yes,No,Parliament Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Sometimes,No,Highland Park
"(26, 30)",male,european/caucasian-american,Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Sometimes,Yes,Highland Park
"(26, 30)",male,european/caucasian-american,Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,No,No,Dieppe Place
"(26, 30)",male,european/caucasian-american,Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,No,No,Glencairn Village
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Yes,Occasionally,Coventry Place
"(26, 30)",male,european/caucasian-american,Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Sometimes,Occasionally,McCarthy Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Sometimes,Yes,Lakesidge Gardens
"(26, 30)",male,european/caucasian-american,Vegetarian,neurobiology,1.0,0.2,0.875,1.0,0.75,0.8,0.4,1.0,1.0,0.2,1.0,Yes,Occasionally,Normanview West Addition
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,No,Occasionally,Spruce Meadows
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Sometimes,No,Rosemont
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,No,No,Lewvan Park
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Yes,Occasionally,Rosemont South
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Yes,Yes,Premier Place
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Yes,No,Lakeview Annex
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Sometimes,No,Lakeview Annex
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Yes,Yes,Douglas Place
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,No,Yes,Rosemont North
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,No,Occasionally,River Bend
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Yes,Occasionally,Wascana Park
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Yes,Occasionally,Dewdney Place
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Yes,No,Westhill
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Yes,Occasionally,Connaught Park
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Yes,Yes,Gardiner Heights
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,No,Yes,Parkridge
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Yes,Occasionally,Glencairn
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,No,Occasionally,Wascana Addition
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,Yes,Occasionally,Mount Royal
"(21, 25)",male,european/caucasian-american,Vegetarian,physics,1.0,0.6,0.875,1.0,0.875,0.2,0.875,0.875,1.0,0.9,1.0,No,No,Tuxedo Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,No,Occasionally,Rosemont South
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,Yes,Yes,Mount Pleasant
"(26, 30)",male,european/caucasian-american,Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,Yes,Occasionally,Wascana Addition
"(26, 30)",male,european/caucasian-american,Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,No,Yes,Glen Elm Park South
"(26, 30)",male,european/caucasian-american,Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,No,Occasionally,Lewvan Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,Yes,No,Douglas Place
"(26, 30)",male,european/caucasian-american,Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,No,Occasionally,Mount Pleasant
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,Sometimes,Yes,Arcola Sub
"(26, 30)",male,european/caucasian-american,Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,Sometimes,Occasionally,Uplands
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,Yes,Yes,Windsor Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,No,Yes,Lakeview
"(26, 30)",male,european/caucasian-american,Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,Yes,Occasionally,Normanview West
"(26, 30)",male,european/caucasian-american,Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,Sometimes,Occasionally,Windsor Place
"(26, 30)",male,european/caucasian-american,Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,Sometimes,Yes,Washington Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,No,No,Lakeridge
"(26, 30)",male,european/caucasian-american,Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,No,Occasionally,Lakeview Annex
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,No,No,Rosemont North
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,No,Occasionally,Innismore
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,Yes,No,Richmond Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,business,0.875,0.6,0.875,1.0,0.875,0.4,0.75,0.6,0.875,1.0,1.0,Sometimes,Yes,Wood Meadows
"(21, 25)",male,other,Non-Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,No,Occasionally,Lakeview Centre
"(21, 25)",male,other,Non-Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,Yes,No,Dieppe Place
"(21, 25)",male,other,Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,No,Yes,Douglas Park
"(21, 25)",male,other,Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,No,Yes,Glencairn
"(21, 25)",male,other,Non-Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,Sometimes,Yes,Sherwood Estates
"(21, 25)",male,other,Non-Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,No,Occasionally,Windsor Park
"(21, 25)",male,other,Non-Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,Yes,Occasionally,Walsh Acres
"(21, 25)",male,other,Non-Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,Yes,Yes,Balbrigan Place
"(21, 25)",male,other,Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,No,Yes,Creekside
"(21, 25)",male,other,Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,Sometimes,Occasionally,Riverside
"(21, 25)",male,other,Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,No,Yes,Rochdale Park
"(21, 25)",male,other,Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,Yes,Occasionally,Dieppe Place
"(21, 25)",male,other,Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,Yes,Yes,Rosemont
"(21, 25)",male,other,Non-Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,Sometimes,No,Glencairn Village
"(21, 25)",male,other,Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,Sometimes,Occasionally,North Annex
"(21, 25)",male,other,Non-Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,No,Occasionally,University Park
"(21, 25)",male,other,Non-Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,Sometimes,Yes,Normanview West
"(21, 25)",male,other,Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,No,Occasionally,Harbour Landing
"(21, 25)",male,other,Non-Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,Yes,Yes,North Regina
"(21, 25)",male,other,Non-Vegetarian,international affairs,1.0,0.75,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.9,1.0,No,No,Parkridge
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Sometimes,Occasionally,North Regina
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,No,Yes,Windsor Park
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Sometimes,No,Industrial Ross
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,No,Yes,Gardiner Heights
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Sometimes,Yes,Uplands
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,No,Occasionally,Rosemont South
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Yes,Yes,City View
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,No,Occasionally,Kensington Greens
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,No,No,Industrial Centre
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Yes,No,Parkview
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Sometimes,No,North Regina
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Sometimes,Occasionally,Coventry Place
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Sometimes,No,Tuxedo Park
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Yes,No,Balbrigan Place
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Sometimes,Yes,Glen Elm Park
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Sometimes,No,Lakeview Annex
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Sometimes,Occasionally,Westhill
"(26, 30)",male,asian/pacific islander/asian-american,Non-Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,Sometimes,Occasionally,Walsh Acres
"(26, 30)",male,asian/pacific islander/asian-american,Vegetarian,business [mba],1.0,0.6,0.875,0.8,1.0,0.875,0.875,0.8,0.6,1.0,1.0,No,Yes,Glen Elm Park
